DATE,CA,T_WA
2015-01-01,43.76576923076922,43.76576923076922
2015-01-02,42.787307692307685,42.787307692307685
2015-01-03,44.36461538461538,44.36461538461538
2015-01-04,47.064615384615394,47.064615384615394
2015-01-05,51.63038461538461,51.63038461538461
2015-01-06,54.85307692307693,54.85307692307693
2015-01-07,55.12653846153846,55.12653846153846
2015-01-08,54.69384615384615,54.693846153846145
2015-01-09,54.64538461538461,54.64538461538461
2015-01-10,53.7523076923077,53.7523076923077
2015-01-11,52.51653846153847,52.51653846153847
2015-01-12,53.105,53.105
2015-01-13,53.43730769230769,53.43730769230769
2015-01-14,50.713076923076926,50.713076923076926
2015-01-15,51.00384615384616,51.00384615384616
2015-01-16,52.84423076923078,52.84423076923078
2015-01-17,54.22769230769231,54.22769230769231
2015-01-18,53.838846153846156,53.838846153846156
2015-01-19,53.21230769230769,53.21230769230769
2015-01-20,51.55769230769231,51.55769230769231
2015-01-21,52.630769230769225,52.630769230769225
2015-01-22,51.41230769230769,51.41230769230769
2015-01-23,53.30923076923077,53.30923076923077
2015-01-24,55.08153846153846,55.08153846153846
