DATE,TX,T_WA
2019-04-03,63.211999999999996,63.211999999999996
2019-04-04,70.81700000000002,70.81700000000002
2019-04-05,68.916,68.916
2019-04-06,70.729,70.729
2019-04-07,68.964,68.964
2019-04-08,69.7715,69.7715
2019-04-09,74.92485714285716,74.92485714285716
2019-04-10,77.18450000000001,77.18450000000001
2019-04-11,67.60400000000001,67.60400000000001
2019-04-12,61.703,61.703
2019-04-13,59.7965,59.7965
2019-04-14,56.549,56.549
2019-04-15,66.188,66.188
2019-04-16,69.02600000000001,69.02600000000001
2019-04-17,72.8885,72.8885
2019-04-18,66.9005,66.9005
2019-04-19,62.9375,62.9375
2019-04-20,65.83250000000001,65.83250000000001
2019-04-21,71.5325,71.5325
2019-04-22,70.031,70.031
2019-04-23,68.2415,68.2415
2019-04-24,65.063,65.063
2019-04-25,68.87,68.87
2019-04-26,69.03800000000001,69.03800000000001
2019-04-27,71.56400000000002,71.56400000000002
2019-04-28,73.04849999999998,73.04849999999998
2019-04-29,72.55700000000002,72.55700000000002
2019-04-30,73.8095,73.8095
2019-05-01,75.1835,75.1835
2019-05-02,70.385,70.385
2019-05-03,70.30303571428573,70.30303571428573
2019-05-04,68.94157142857144,68.94157142857144
2019-05-05,71.645,71.645
2019-05-06,73.08500000000002,73.08500000000002
2019-05-07,74.21300000000001,74.21300000000001
2019-05-08,73.8775,73.8775
2019-05-09,68.63550000000001,68.63550000000001
2019-05-10,58.3025,58.3025
2019-05-11,61.02500000000001,61.02500000000001
2019-05-12,65.89849999999998,65.89849999999998
2019-05-13,69.47300000000001,69.47300000000001
2019-05-14,71.291,71.291
2019-05-15,72.68428571428572,72.68428571428572
2019-05-16,75.74600000000001,75.74600000000001
2019-05-17,78.01000000000002,78.01000000000002
2019-05-18,77.7125,77.7125
2019-05-19,74.8505,74.85049999999998
2019-05-20,78.113,78.113
2019-05-21,75.512,75.512
2019-05-22,75.828,75.828
2019-05-23,80.828,80.828
2019-05-24,78.7655,78.7655
2019-05-25,79.02350000000001,79.02350000000001
2019-05-26,78.07357142857144,78.07357142857144
2019-05-27,79.50232142857143,79.50232142857143
2019-05-28,79.75303571428572,79.7530357142857
2019-05-29,77.1765,77.1765
